Date,Block,Primary Type,Description,Location Description,Ward,Community Area,Year,lon,lat
06/02/2019 08:00:00 AM,004XX N LECLAIRE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,25,2019,-87.752911026,41.888335787
12/23/2005 04:00:00 PM,038XX S LAKE PARK AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,36,2005,-87.604383546,41.825776286
10/24/2017 02:58:00 AM,014XX W DIVISION ST,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,1,24,2017,-87.662929863,41.903402827
11/30/2005 07:30:00 AM,032XX W PIERCE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26,23,2005,-87.707928029,41.909183608
07/28/2008 12:53:23 PM,013XX W NORTH SHORE AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,40,1,2008,-87.664573313,42.00349102
05/27/2015 11:35:00 AM,048XX W RACE AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,VEHICLE NON-COMMERCIAL,28,25,2015,-87.746762012,41.890467009
10/29/2004 05:45:00 AM,040XX S PRINCETON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3,37,2004,-87.633179501,41.82157008
10/05/2023 12:00:00 PM,046XX W ADAMS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,28,25,2023,-87.741712462,41.878083759
11/19/2023 01:05:00 AM,0000X E DELAWARE PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,42,8,2023,-87.627910223,41.899145291
05/03/2002 10:30:00 PM,001XX E 23RD ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,2,33,2002,-87.623321567,41.851120168
10/31/2002 09:00:00 PM,011XX N MILWAUKEE AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,1,24,2002,-87.665077624,41.902460352
08/26/2001 02:25:00 PM,027XX W 15 PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2001,-87.695288769,41.860247306
02/03/2025 08:00:00 PM,036XX W 54TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,23,62,2025,-87.715132634,41.795171119
02/02/2003 06:00:00 PM,031XX W GEORGE ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,35,21,2003,-87.7053348,41.933870251
09/07/2001 07:30:00 AM,055XX S PULASKI RD,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),NA,NA,2001,-87.723304043,41.793153841
09/03/2024 10:00:00 PM,054XX S EVERETT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,5,41,2024,-87.582560866,41.796214376
01/11/2004 09:00:00 AM,067XX S LOOMIS BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),17,67,2004,-87.659138076,41.771321106
08/11/2006 10:00:00 PM,027XX W EVERGREEN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26,24,2006,-87.695501545,41.905676731
09/13/2007 07:00:00 PM,032XX W 87TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),18,70,2007,-87.702698048,41.735176211
06/25/2016 04:00:00 PM,075XX S CALUMET AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,69,2016,-87.616688526,41.757699431
04/12/2013 10:00:00 PM,026XX N KILDARE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,31,20,2013,-87.734268041000007,41.929310278
01/23/2024 04:30:00 PM,002XX W WASHINGTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),34,32,2024,-87.634350417,41.883210464
10/22/2006 03:00:00 PM,011XX N LEAVITT ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,32,24,2006,-87.68210651,41.901822734
06/09/2011 07:45:00 PM,038XX N SAWYER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,33,16,2011,-87.70916231,41.951036997
06/10/2023 06:30:00 PM,007XX W 48TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),15,61,2023,-87.643842305,41.807070713
02/22/2010 09:55:00 AM,008XX S DAMEN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2,28,2010,-87.676374433,41.871158845
09/18/2010 10:00:00 AM,022XX N KEDZIE BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26,22,2010,-87.7071079,41.921300407
08/31/2024 04:00:00 PM,040XX N ST LOUIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,33,16,2024,-87.715393848,41.954797348
10/11/2013 12:01:00 AM,052XX W PENSACOLA AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,38,15,2013,-87.758348934,41.95967744
08/31/2013 12:01:00 AM,056XX W BELLE PLAINE AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,38,15,2013,-87.767365015,41.955004936
01/30/2004 08:20:00 PM,083XX W IRVING PARK RD,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,36,17,2004,-87.835967451,41.952057001
04/13/2007 06:00:00 PM,039XX N PULASKI RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,39,16,2007,-87.727563576,41.951983524
02/23/2009 02:00:00 AM,047XX S ELLIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,39,2009,-87.601692846,41.809134387
12/03/2002 03:00:00 PM,051XX N RAVENSWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,47,4,2002,-87.674900933,41.975277293
09/23/2014 07:30:00 AM,018XX N SPAULDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26,22,2014,-87.71020556,41.91449236
04/25/2018 08:30:00 AM,001XX N WOOD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,28,2018,-87.671834355,41.884527452
02/23/2023 06:00:00 PM,034XX W DIVERSEY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35,21,2023,-87.71359308,41.931955748
02/09/2008 04:17:00 PM,056XX W WASHINGTON BLVD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,POLICE FACILITY/VEH PARKING LOT,29,25,2008,-87.767203679,41.88220788
04/16/2006 07:00:00 PM,0000X N MAY ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,27,28,2006,-87.655531363,41.881885727
02/27/2021 05:15:00 PM,0000X W ROOSEVELT RD,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,4,32,2021,-87.628854179,41.867391981
10/07/2016 08:00:00 PM,035XX N SHEFFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,44,6,2016,-87.654295505,41.946197653
07/01/2023 10:00:00 PM,057XX S STONY ISLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5,41,2023,-87.586701931,41.790782991
07/06/2006 05:30:00 PM,036XX W 87TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,18,70,2006,-87.712984009,41.735009914
06/14/2009 06:30:00 AM,049XX W FULTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,25,2009,-87.749644536,41.885684754
04/12/2002 05:00:00 PM,060XX N CLARK ST,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,NA,NA,2002,-87.670070296,41.992126294
05/06/2003 01:45:00 PM,021XX W CARROLL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,27,28,2003,-87.680495363,41.887614892
04/24/2001 03:15:00 PM,003XX W SUPERIOR ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2001,-87.635757138,41.895677862
12/02/2019 04:00:00 PM,030XX N MARMORA AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,30,19,2019,-87.773682824,41.935469615
01/24/2010 11:30:00 PM,020XX W CULLERTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25,31,2010,-87.67653334,41.854916514
06/23/2013 01:30:00 AM,0000X E 68TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20,69,2013,-87.622684265,41.771019071
12/29/2002 12:30:00 PM,031XX W FILLMORE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24,29,2002,-87.704898219,41.868233931
09/23/2003 10:00:00 PM,130XX S BRANDON AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,10,55,2003,-87.545896623,41.658712288
06/06/2018 07:00:00 PM,033XX W ARDMORE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,39,13,2018,-87.71318058,41.986651124
06/19/2010 08:00:00 PM,010XX W HURON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,24,2010,-87.653852879,41.894389546
05/27/2002 03:30:47 PM,042XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3,38,2002,-87.623065054,41.817893778
01/28/2003 02:30:00 PM,095XX S PRAIRIE AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,6,49,2003,-87.617751902,41.721020142
05/31/2016 01:00:00 AM,001XX E 130TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9,54,2016,-87.618166917,41.659107855
03/01/2009 12:01:00 AM,055XX W BARRY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30,19,2009,-87.765707052,41.936761411
10/04/2006 08:00:00 PM,089XX S EUCLID AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,48,2006,-87.576827752,41.732657338
03/15/2005 08:00:00 PM,105XX S EMERALD AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",RESIDENTIAL YARD (FRONT/BACK),34,49,2005,-87.64148775,41.702622111
12/28/2018 07:00:00 PM,076XX S PAXTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,43,2018,-87.571203219,41.756273316
04/13/2023 12:00:00 AM,077XX S CLAREMONT AVE,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,18,70,2023,-87.681645959,41.752907736
09/12/2024 03:35:00 AM,078XX S WOODLAWN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,8,69,2024,-87.595524179,41.752760199
05/31/2003 11:13:02 PM,024XX W DEVON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,50,2,2003,-87.690186971,41.997723659
11/22/2004 10:00:00 AM,076XX S HONORE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,18,71,2004,-87.669633813,41.755284151
05/25/2001 04:10:00 PM,082XX W BELMONT AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2001,-87.83283339,41.937732256
10/16/2012 01:00:00 PM,038XX S VINCENNES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,35,2012,-87.61229385,41.825123682
08/05/2005 12:05:00 AM,048XX W PETERSON AVE,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,39,12,2005,-87.748903109,41.989898327
07/29/2008 01:00:00 AM,054XX W CRYSTAL ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,25,2008,-87.7625892,41.903079719
08/22/2006 11:30:00 AM,071XX S ST LAWRENCE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,69,2006,-87.610405626,41.764965389
02/21/2003 11:00:00 PM,009XX N PARKSIDE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29,25,2003,-87.766704475,41.897559476
10/13/2009 08:00:00 PM,011XX N SPAULDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26,23,2009,-87.709414574,41.901774026
10/17/2003 09:00:00 AM,006XX W 111TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34,49,2003,-87.639133252,41.692393516
11/24/2005 02:30:00 PM,021XX N NARRAGANSETT AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,36,19,2005,-87.785289708,41.918681522
06/05/2002 10:00:00 AM,100XX W OHARE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),41,76,2002,-87.905227221,41.976290414
02/17/2024 06:00:00 PM,106XX S EBERHART AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,9,49,2024,-87.611159834,41.70126644
08/30/2008 11:00:00 PM,101XX S PROSPECT AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,19,72,2008,-87.662346652,41.709636801
05/09/2021 10:00:00 PM,008XX E 67TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5,42,2021,-87.605075066,41.773148139
10/13/2010 06:30:00 PM,078XX S DREXEL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,69,2010,-87.6027809,41.752403158
11/15/2018 07:00:00 PM,026XX W 47TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,58,2018,-87.690867019,41.808336773
01/30/2007 08:00:00 PM,079XX S PAULINA ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,71,2007,-87.665842866,41.749403097
03/07/2006 07:30:00 AM,048XX S KEDZIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),14,58,2006,-87.703917769,41.806084616
07/16/2001 05:35:00 PM,044XX W FIFTH AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2001,-87.736919348,41.86991677
08/06/2014 11:40:00 PM,027XX N HAMPDEN CT,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,43,7,2014,-87.642129574,41.931789271
07/13/2004 04:15:00 AM,030XX S ASHLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,11,31,2004,-87.665778978,41.838967983
12/31/2023 12:01:00 AM,056XX S FAIRFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,15,63,2023,-87.692500268,41.790936152
10/29/2006 06:08:00 PM,009XX N MOHAWK ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,8,2006,-87.641246275,41.898921831
11/06/2002 09:00:00 PM,048XX W DRUMMOND PL,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,31,19,2002,-87.747351704,41.928804252
03/28/2021 10:30:00 PM,077XX S COLES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,43,2021,-87.553389298,41.754921578
07/10/2023 08:30:00 PM,024XX N SAWYER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35,22,2023,-87.709321116,41.92570322
02/24/2001 12:00:00 PM,064XX W GRAND AV,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),NA,NA,2001,-87.787251345,41.923043221
12/04/2015 06:30:00 PM,015XX S TRUMBULL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24,29,2015,-87.711578706,41.860051247
07/10/2011 08:30:00 AM,023XX S DRAKE AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,22,30,2011,-87.713709249,41.849258609
10/22/2002 11:00:00 PM,053XX S RICHMOND ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,SIDEWALK,14,63,2002,-87.697538915,41.796482912
11/11/2011 10:00:00 AM,061XX S TROY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,66,2011,-87.701993729,41.781633427
04/13/2006 12:00:00 PM,080XX S VINCENNES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17,44,2006,-87.634832427,41.748420165
09/07/2014 08:00:00 PM,004XX W 97TH ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,21,73,2014,-87.6345949,41.717934896
08/27/2008 08:30:00 AM,052XX S DR MARTIN LUTHER KING JR DR,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3,40,2008,-87.616093556,41.799266223
12/06/2014 08:30:00 AM,033XX W 60TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,66,2014,-87.706327925,41.783471142
07/16/2014 02:00:00 AM,038XX W MARQUETTE RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13,65,2014,-87.718912878,41.7714313
11/06/2006 08:06:00 PM,017XX S RUBLE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,25,31,2006,-87.643807077,41.858218136
11/18/2022 07:45:00 AM,046XX S WOODLAWN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,39,2022,-87.596866854,41.811277012
05/14/2014 07:00:00 PM,012XX W LAWRENCE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,48,3,2014,-87.660013914,41.969019236
05/18/2017 08:00:00 PM,059XX S LAFLIN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,67,2017,-87.66194959,41.786104611
01/26/2005 07:00:00 PM,094XX S THROOP ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,73,2005,-87.655404812,41.72234069
09/09/2018 10:00:00 AM,026XX W WASHINGTON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,28,2018,-87.691879124,41.882947966
09/19/2004 10:00:00 AM,001XX N MASON AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,29,25,2004,-87.773306723,41.882649441
04/15/2003 01:30:00 PM,025XX S HALSTED ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,11,60,2003,-87.64646578,41.84645846
04/19/2002 11:00:00 PM,069XX S BISHOP ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17,67,2002,-87.660261945,41.767963188
01/11/2006 11:30:00 PM,071XX S PEORIA ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17,68,2006,-87.646825215,41.764711275
08/06/2002 07:00:00 PM,039XX W MONROE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,26,2002,-87.72393128,41.879782775
11/22/2023 01:00:00 AM,063XX S HOYNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,67,2023,-87.676318447,41.778303335
12/08/2004 10:00:00 AM,039XX W PALMER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30,22,2004,-87.726105607,41.920831646
04/18/2007 03:30:00 AM,055XX W GRAND AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,29,19,2007,-87.76551063,41.918711651
05/26/2023 04:00:00 PM,122XX S CARPENTER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,53,2023,-87.647788255,41.671404634
07/09/2001 07:30:00 PM,013XX W 115 ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2001,-87.655840802,41.68500668
03/04/2003 10:00:00 AM,017XX W HOWARD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),49,1,2003,-87.675049485,42.019399237
07/19/2021 11:00:00 AM,039XX W GLADYS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,28,26,2021,-87.724060818,41.876196728
01/14/2006 03:10:26 AM,010XX N CENTRAL AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,37,25,2006,-87.765565756,41.899639475
09/08/2005 05:30:00 PM,009XX N DRAKE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,23,2005,-87.715183499,41.898160876
07/05/2004 11:30:00 AM,012XX W 97TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,73,2004,-87.653793578,41.718118642
12/04/2006 10:38:26 PM,068XX S WOLCOTT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17,67,2006,-87.671224871,41.769500579
12/24/2022 10:00:00 PM,078XX S UNION AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17,71,2022,-87.641635327,41.752039895
09/05/2001 12:00:00 AM,019XX N FRANCISCO AV,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,NA,NA,2001,-87.699419511,41.916247257
02/21/2002 09:00:00 PM,077XX S WINCHESTER AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2002,-87.672013039,41.753434487
09/25/2024 11:00:00 AM,009XX W KINZIE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,24,2024,-87.651497075,41.889002362
05/01/2005 09:00:00 PM,024XX W IOWA ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1,24,2005,-87.687931369,41.897549912
08/07/2002 12:00:00 PM,094XX S ASHLAND AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,OTHER,21,73,2002,-87.662706548,41.722578383
11/12/2022 07:00:00 AM,006XX N BISHOP ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,24,2022,-87.663967495,41.893740936
05/05/2022 08:00:00 PM,063XX S MAPLEWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,66,2022,-87.687280601,41.778305129
08/09/2006 03:00:00 PM,016XX N MONITOR AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29,25,2006,-87.77149016,41.910170819
07/21/2001 10:51:00 PM,060XX S WESTERN AV,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,NA,NA,2001,-87.683618702,41.783682503
01/25/2015 05:00:00 AM,030XX S KOSTNER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22,30,2015,-87.734086308,41.837525223
11/20/2006 04:30:00 PM,023XX W CONGRESS PKWY,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,2,28,2006,-87.684108677,41.874962449
07/21/2019 09:00:00 PM,033XX N HALSTED ST,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,44,6,2019,-87.649339185,41.942186378
12/29/2011 02:00:00 PM,045XX N MAPLEWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,47,4,2011,-87.692434766,41.963979838
06/15/2017 10:00:00 PM,025XX W 70TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,66,2017,-87.686512329,41.766464651
07/19/2009 08:45:00 PM,043XX W JACKSON BLVD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,SIDEWALK,28,26,2009,-87.73351214,41.876990173
10/07/2004 10:15:00 AM,006XX N WESTERN AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,1,24,2004,-87.686769316,41.893314502
08/17/2024 05:00:00 AM,034XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,3,35,2024,-87.623279205,41.832047294
01/21/2006 06:00:00 PM,039XX W 41ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14,57,2006,-87.722869688,41.818440109
02/17/2025 07:10:00 PM,044XX N LAPORTE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,45,15,2025,-87.751232641,41.961507644
